"year","y","age","educ","female","yl1","yl2","yp1","dy","dy_pre","dy_post","va","va_previous","dva","year_previous"
2007,1.582896,33,9,1,1.62507,1.437104,1.542942,-0.0421739999999999,0.187966,-0.039954,3.09458,3.098244,-0.00366400000000011,2006
2007,0.9868011,32,4,1,1.198927,1.085698,0.9633918,-0.2121259,0.113229,-0.0234093,1.914141,1.951644,-0.0375029999999998,2006
2008,1.305623,36,6,0,1.266226,1.354006,1.593934,0.0393969999999999,-0.08778,0.288311,4.138248,2.689323,1.448925,2007
2007,1.860075,37,9,1,1.47931,1.491611,1.93956,0.380765,-0.0123010000000001,0.079485,2.252829,3.065793,-0.812964,2006
2007,2.111146,32,9,0,1.360717,1.392253,2.003429,0.750429,-0.031536,-0.107717,4.299026,3.289577,1.009449,2006
2007,1.391472,32,9,0,1.477951,1.517409,1.334234,-0.086479,-0.039458,-0.0572380000000001,2.50051,3.09458,-0.59407,2006
2007,1.82253,34,12,1,1.631292,1.539674,1.896237,0.191238,0.091618,0.073707,4.150408,4.416874,-0.266466,2006
2005,1.295168,30,6,0,1.34883,1.261881,1.273935,-0.0536619999999999,0.0869489999999999,-0.0212330000000001,2.490375,2.83126,-0.340885,2004
2005,1.548807,29,6,0,0.9219661,0.8426231,1.617052,0.6268409,0.0793430000000001,0.0682449999999999,3.064828,2.721422,0.343406,2004
2007,2.201287,35,16,1,1.800812,1.884462,2.219862,0.400475,-0.08365,0.0185749999999998,3.627084,2.599916,1.027168,2006
2004,1.642164,32,4,0,2.216271,2.299109,1.642159,-0.574107,-0.0828380000000002,-5.00000000003276e-06,3.698016,3.94968,-0.251664,2003
2008,1.341498,43,6,1,1.435191,1.459891,1.334392,-0.093693,-0.0246999999999999,-0.00710600000000006,3.17411,2.076577,1.097533,2007
2006,2.767164,42,16,1,2.493011,2.323963,2.72792,0.274153,0.169048,-0.0392440000000001,2.680756,3.70514,-1.024384,2005
2004,1.326006,34,12,0,1.258503,1.254681,1.303306,0.0675030000000001,0.00382199999999999,-0.0226999999999999,2.550219,2.02444,0.525779,2003
2008,1.5733,33,12,0,1.307095,1.320253,1.593841,0.266205,-0.013158,0.0205410000000001,2.814381,2.807267,0.00711400000000006,2007
2008,0.7383917,59,4,1,1.209303,1.018489,0.7463917,-0.4709113,0.190814,0.00800000000000001,2.618475,2.908906,-0.290431,2007
2005,1.922674,31,9,0,1.888371,2.226088,1.892074,0.034303,-0.337717,-0.0306,3.581595,3.494779,0.0868160000000002,2004
2004,1.418722,27,9,0,1.356124,1.216436,1.396022,0.0625979999999999,0.139688,-0.0226999999999999,2.691892,3.240304,-0.548412,2003
2007,1.638088,33,12,0,2.499214,2.434825,1.674197,-0.861126,0.0643889999999998,0.0361089999999999,2.843193,2.908121,-0.0649280000000001,2006
2006,2.51265,29,6,0,1.533677,1.556377,2.479114,0.978973,-0.0226999999999999,-0.0335359999999998,3.871108,3.861709,0.00939900000000016,2005
2006,2.29622,33,12,0,1.836131,1.858831,2.182098,0.460089,-0.0226999999999999,-0.114122,3.059989,3.146133,-0.086144,2005
2007,1.052731,34,12,0,1.357977,1.403165,1.071491,-0.305246,-0.045188,0.0187599999999999,2.856598,3.144839,-0.288241,2006
2004,1.300073,36,6,1,1.298293,1.254949,1.226869,0.00178000000000011,0.0433439999999998,-0.073204,2.534911,3.65206,-1.117149,2003
2007,1.57452,31,6,0,1.62275,1.613345,1.566551,-0.04823,0.00940499999999989,-0.00796899999999989,3.733745,2.739861,0.993884,2006
2006,2.0706,33,12,0,1.725884,1.739976,2.074388,0.344716,-0.014092,0.00378799999999968,3.816051,3.982176,-0.166125,2005
2006,1.198927,35,9,0,1.404244,1.411559,1.204668,-0.205317,-0.00731499999999996,0.005741,3.529251,2.664479,0.864772,2005
2005,1.559157,30,9,0,1.770517,1.794217,1.527576,-0.21136,-0.0237000000000001,-0.0315809999999999,3.106531,4.353082,-1.246551,2004
2008,3.620936,44,16,0,3.48227,3.432324,3.627004,0.138666,0.0499460000000003,0.00606799999999996,4.393174,4.081807,0.311367,2007
2005,1.724112,36,12,1,1.549181,1.525286,1.692514,0.174931,0.023895,-0.031598,3.034409,2.611079,0.42333,2004
2006,1.23113,32,9,0,1.553751,2.051667,1.236357,-0.322621,-0.497916,0.00522699999999987,2.903419,3.568299,-0.66488,2005
2007,1.30206,36,12,0,1.502393,1.491891,1.479891,-0.200333,0.010502,0.177831,3.988984,1.854204,2.13478,2006
2005,1.444785,28,12,0,1.50113,1.646926,1.43292,-0.0563450000000001,-0.145796,-0.011865,2.50051,2.695668,-0.195158,2004
2008,1.40176,40,6,1,1.296005,1.338331,1.272501,0.105755,-0.0423259999999999,-0.129259,3.95194,2.371989,1.579951,2007
2007,1.671055,32,9,1,1.642605,1.759112,1.711107,0.0284499999999999,-0.116507,0.040052,3.09458,3.345048,-0.250468,2006
2008,2.975083,41,16,0,3.472986,2.784072,3.022974,-0.497903,0.688914,0.0478909999999999,3.356189,3.488653,-0.132464,2007
2008,1.519563,32,9,0,1.392266,1.384274,1.527563,0.127297,0.007992,0.00800000000000001,2.795603,2.686511,0.109092,2007
2007,3.169172,37,16,0,3.082562,3.125878,3.17104,0.0866100000000003,-0.0433160000000004,0.00186799999999998,4.073422,3.151242,0.92218,2006
2006,1.778873,36,4,0,0.9782642,1.002336,1.782462,0.8006088,-0.0240717999999999,0.00358900000000006,3.040205,3.695308,-0.655103,2005
2005,1.273978,28,6,0,1.34828,1.32636,1.382762,-0.0743019999999999,0.0219199999999999,0.108784,2.774893,2.252424,0.522469,2004
2004,2.048636,28,16,1,1.361136,1.219257,2.108776,0.6875,0.141879,0.0601400000000001,3.430901,3.0562,0.374701,2003
2008,1.354578,35,9,0,1.085999,1.549019,1.362578,0.268579,-0.46302,0.00800000000000001,3.720206,2.808304,0.911902,2007
2008,0.9806114,31,9,1,1.322647,1.323555,1.36185,-0.3420356,-0.000908000000000131,0.3812386,4.358956,2.898302,1.460654,2007
2004,1.129696,41,12,0,0.98219,1.108334,1.114082,0.147506,-0.126144,-0.015614,2.43467,2.629579,-0.194909,2003
2007,3.491015,38,16,0,3.283776,3.254654,3.402247,0.207239,0.0291220000000001,-0.088768,4.393174,4.28467,0.108504,2006
2007,1.860132,33,12,1,1.849356,1.656469,1.997771,0.0107759999999999,0.192887,0.137639,3.09458,3.098244,-0.00366400000000011,2006
2004,1.501158,31,12,1,1.490118,1.360423,1.481561,0.0110399999999999,0.129695,-0.0195970000000001,2.739861,2.550219,0.189642,2003
2006,1.826091,34,12,0,2.114696,2.12187,2.007185,-0.288605,-0.00717400000000001,0.181094,3.559748,3.413943,0.145805,2005
2006,2.951559,44,12,0,2.715274,2.737974,2.957357,0.236285,-0.0226999999999999,0.00579799999999997,3.106531,4.353082,-1.246551,2005
2004,1.435087,29,12,0,1.692242,1.457473,1.469454,-0.257155,0.234769,0.034367,3.192536,2.877141,0.315395,2003
2008,1.157676,32,9,1,1.398672,1.348913,1.209736,-0.240996,0.0497589999999999,0.05206,3.17411,3.260521,-0.0864109999999996,2007
2007,1.532977,35,9,1,1.317536,1.483154,1.417297,0.215441,-0.165618,-0.11568,3.09458,3.098244,-0.00366400000000011,2006
2004,1.709421,28,9,0,1.808948,1.647454,1.685512,-0.0995269999999999,0.161494,-0.0239090000000002,3.827312,2.9097,0.917612,2003
2006,1.719883,35,12,1,1.776386,1.777095,1.729156,-0.056503,-0.000709000000000071,0.00927299999999986,2.534911,3.65206,-1.117149,2005
2005,1.870184,29,9,1,1.9796,1.861205,1.875575,-0.109416,0.118395,0.00539099999999992,3.391595,3.827896,-0.436301,2004
2006,1.348055,34,9,1,1.283929,1.286909,1.364048,0.0641259999999999,-0.00297999999999998,0.0159929999999999,2.809973,2.968411,-0.158438,2005
2005,1.778704,36,6,0,1.730773,2.148657,1.330154,0.0479310000000002,-0.417884,-0.44855,3.41657,4.432182,-1.015612,2004
2007,2.018235,32,12,1,1.843647,1.818363,1.942768,0.174588,0.0252840000000001,-0.0754669999999997,2.877141,3.192536,-0.315395,2006
2004,1.872119,28,12,1,1.550337,1.511478,1.885444,0.321782,0.038859,0.0133249999999998,2.906861,3.09458,-0.187719,2003
2004,1.26226,52,4,1,1.228282,1.181605,1.19037,0.0339779999999998,0.0466770000000001,-0.07189,2.534911,3.65206,-1.117149,2003
2004,1.666946,28,9,0,1.47911,1.626386,1.999163,0.187836,-0.147276,0.332217,3.05899,3.09458,-0.03559,2003
2006,1.528884,29,9,0,1.311023,1.450258,1.681044,0.217861,-0.139235,0.15216,3.816051,3.62382,0.192231,2005
2005,1.3964,31,9,0,1.535462,1.59319,1.437536,-0.139062,-0.057728,0.0411359999999998,2.739861,2.695668,0.0441929999999999,2004
2004,3.152974,33,16,1,3.258286,3.290787,3.081484,-0.105312,-0.0325009999999999,-0.0714899999999998,3.513977,4.009018,-0.495041,2003
2006,1.892983,34,12,1,1.819432,1.764658,1.978265,0.0735510000000001,0.0547739999999999,0.0852819999999999,3.163978,3.481373,-0.317395,2005
2007,2.966592,39,16,0,2.922115,2.875005,3.064799,0.0444770000000001,0.04711,0.0982069999999999,3.460673,4.353082,-0.892409,2006
2008,2.312762,35,9,0,2.400228,2.330761,2.320762,-0.0874659999999996,0.0694669999999999,0.00800000000000001,3.106531,4.353082,-1.246551,2007
2006,3.212374,37,16,0,3.242958,3.265126,3.207862,-0.0305839999999997,-0.0221680000000002,-0.00451200000000007,3.47716,3.70427,-0.22711,2005
2008,2.951536,37,16,1,2.696844,2.680475,3.050232,0.254692,0.0163690000000001,0.0986959999999999,3.943974,3.826715,0.117259,2007
2005,2.108202,31,12,0,2.17814,2.148197,2.042009,-0.0699380000000001,0.0299429999999998,-0.0661929999999997,3.956185,2.843335,1.11285,2004
2006,1.312255,33,12,1,1.806545,2.065506,1.287555,-0.49429,-0.258961,-0.0246999999999999,2.326969,3.568299,-1.24133,2005
2008,1.238609,40,12,0,1.148443,1.121457,1.276151,0.090166,0.0269860000000002,0.037542,4.373242,2.496222,1.87702,2007
2008,1.035553,32,12,1,0.8460526,0.9233921,1.455287,0.1895004,-0.0773395,0.419734,2.772966,3.408507,-0.635541,2007
2007,2.48764,31,12,1,1.651738,1.743775,1.894786,0.835902,-0.0920370000000001,-0.592854,3.813423,3.432512,0.380911,2006
2008,2.384197,35,16,0,1.954385,1.936526,2.392197,0.429812,0.0178590000000001,0.00800000000000001,3.187229,3.574102,-0.386873,2007
2006,2.226242,32,12,0,1.262821,1.774031,1.686592,0.963421,-0.51121,-0.53965,3.867214,3.229054,0.63816,2005
2008,1.415929,31,12,0,1.134975,1.209905,1.450922,0.280954,-0.0749299999999999,0.0349930000000001,2.79922,2.984221,-0.185001,2007
2005,1.354396,32,12,0,1.836599,1.864172,1.359808,-0.482203,-0.0275729999999998,0.00541199999999997,3.047631,4.353082,-1.305451,2004
2007,1.099614,40,4,1,1.041741,1.047787,1.102107,0.0578730000000001,-0.006046,0.00249299999999986,2.527768,2.529357,-0.00158900000000006,2006
2007,1.55887,35,12,0,1.676853,1.555555,1.957989,-0.117983,0.121298,0.399119,3.131936,2.786802,0.345134,2006
2005,0.9891908,32,9,1,1.400474,1.321421,0.9585907,-0.4112832,0.079053,-0.0306001,2.178751,3.959147,-1.780396,2004
2007,0.9022853,26,16,1,1.398741,0.8950371,1.010409,-0.4964557,0.5037039,0.1081237,2.326969,2.640805,-0.313836,2006
2004,1.196868,26,6,1,1.427477,1.352878,1.237982,-0.230609,0.0745990000000001,0.0411139999999999,3.183729,2.795127,0.388602,2003
2006,3.672655,37,16,0,3.174938,3.160394,3.603011,0.497717,0.0145439999999999,-0.0696439999999998,3.685905,3.413943,0.271962,2005
2006,1.892074,33,12,0,1.923946,1.946646,1.896933,-0.0318719999999999,-0.0227000000000002,0.00485899999999995,3.581595,3.494779,0.0868160000000002,2005
2005,2.656898,34,16,0,2.443943,2.466538,2.332463,0.212955,-0.0225949999999999,-0.324435,3.495986,3.400753,0.0952329999999999,2004
2005,2.026067,34,6,0,1.754654,1.771532,1.994794,0.271413,-0.0168780000000002,-0.0312729999999999,3.344367,3.241865,0.102502,2004
2004,1.179558,32,9,1,1.041515,1.049821,1.130066,0.138043,-0.00830599999999992,-0.0494920000000001,2.541447,1.716342,0.825105,2003
2007,1.261238,30,9,0,1.748081,1.812802,1.235638,-0.486843,-0.064721,-0.0256000000000001,3.977998,3.345048,0.63295,2006
2007,1.452958,30,6,1,1.323555,1.401002,1.447287,0.129403,-0.077447,-0.00567099999999998,3.09458,3.098244,-0.00366400000000011,2006
2006,1.681231,42,16,1,2.401814,2.407746,1.839599,-0.720583,-0.00593200000000005,0.158368,3.938235,3.565742,0.372493,2005
2004,2.320224,30,12,0,1.362938,1.395438,2.297523,0.957286,-0.0325,-0.0227010000000001,3.606363,3.204262,0.402101,2003
2005,1.389475,33,12,0,1.588465,1.64279,1.402238,-0.19899,-0.054325,0.0127630000000001,2.326969,2.529357,-0.202388,2004
2004,2.123898,32,12,0,2.140452,2.051874,2.196508,-0.0165539999999997,0.0885779999999996,0.0726100000000001,3.381522,4.248327,-0.866805,2003
2007,1.506795,41,6,1,1.28427,1.081367,1.315681,0.222525,0.202903,-0.191114,2.640805,2.890114,-0.249309,2006
2006,0.9585907,43,12,1,0.8457341,0.8438483,0.9413627,0.1128566,0.00188580000000005,-0.017228,2.205017,1.812404,0.392613,2005
2004,1.013046,25,12,1,1.26553,1.309552,0.9903461,-0.252484,-0.044022,-0.0226998999999999,3.310393,3.17411,0.136283,2003
2008,1.442922,31,6,0,1.452966,1.365981,1.615104,-0.0100439999999999,0.0869850000000001,0.172182,3.07691,2.836358,0.240552,2007
2004,3.560212,33,16,0,2.832585,2.908849,3.242986,0.727627,-0.0762640000000001,-0.317226,3.834522,3.473016,0.361506,2003
2006,1.464861,32,12,0,1.83428,1.836148,1.627038,-0.369419,-0.00186799999999998,0.162177,4.218716,3.315925,0.902791,2005
2008,2.269267,36,9,0,2.309142,2.322084,2.191427,-0.0398749999999999,-0.0129419999999998,-0.0778400000000001,3.535138,2.932155,0.602983,2007
2007,1.042253,36,4,1,1.071069,1.077114,1.043266,-0.028816,-0.00604499999999986,0.00101299999999993,3.65206,2.708885,0.943175,2006
2005,1.264508,28,12,0,1.918647,1.574872,1.239894,-0.654139,0.343775,-0.0246139999999999,3.502997,3.096374,0.406623,2004
2006,1.310631,32,12,1,1.950455,1.231391,1.316357,-0.639824,0.719064,0.0057259999999999,3.106531,4.416874,-1.310343,2005
2006,1.23113,31,12,0,1.095476,1.075719,1.20643,0.135654,0.0197569999999998,-0.0247000000000002,3.229693,3.759931,-0.530238,2005
2006,1.592197,31,12,1,1.579005,1.585225,1.636244,0.0131920000000001,-0.00622000000000011,0.0440469999999999,2.57085,3.391185,-0.820335,2005
2007,1.359781,32,9,0,1.293361,1.226721,1.325804,0.0664199999999999,0.06664,-0.0339769999999999,3.09458,3.098244,-0.00366400000000011,2006
2004,1.024313,31,4,0,0.8254308,0.8335185,0.906303,0.1988822,-0.00808770000000003,-0.11801,1.858246,2.41167,-0.553424,2003
2007,1.367098,30,12,1,1.238147,0.9263549,1.391216,0.128951,0.3117921,0.0241180000000001,2.790431,3.717545,-0.927114,2006
2005,1.60422,30,9,0,1.643814,1.667514,1.57362,-0.0395940000000001,-0.0236999999999998,-0.0306,1.965211,3.494779,-1.529568,2004
2005,1.073971,42,9,0,1.107096,1.164101,1.106126,-0.0331250000000001,-0.057005,0.0321549999999999,2.474755,2.943468,-0.468713,2004
2008,1.326392,33,9,1,1.261823,1.281364,1.354546,0.0645690000000001,-0.019541,0.028154,2.389087,2.380483,0.00860400000000006,2007
2008,2.082284,33,12,0,1.93248,1.98994,2.172143,0.149804,-0.0574600000000001,0.0898590000000001,2.022861,3.769956,-1.747095,2007
2005,2.162643,32,12,1,2.010708,1.957447,2.025543,0.151935,0.0532610000000002,-0.1371,3.106531,4.353082,-1.246551,2004
2008,1.3754,32,6,0,1.285931,1.265735,1.38195,0.089469,0.0201959999999999,0.00655000000000006,3.171107,3.303129,-0.132022,2007
2005,1.922674,29,12,0,1.783924,1.761293,2.077006,0.13875,0.0226310000000001,0.154332,2.232911,2.813778,-0.580867,2004
2008,1.143157,47,12,0,1.779564,1.932168,1.238626,-0.636407,-0.152604,0.095469,3.334774,3.028509,0.306265,2007
2004,2.452963,28,12,0,1.608495,1.717522,2.394001,0.844468,-0.109027,-0.0589620000000002,3.540839,3.211877,0.328962,2003
2004,1.417741,29,12,0,1.312679,1.223304,1.524906,0.105062,0.089375,0.107165,3.511344,2.690488,0.820856,2003
2005,2.303567,27,12,0,2.328847,2.314988,2.34257,-0.02528,0.0138590000000001,0.0390029999999997,3.014113,3.10691,-0.092797,2004
2008,1.321303,33,4,0,1.835406,1.471034,1.393371,-0.514103,0.364372,0.072068,3.287339,3.14739,0.139949,2007
2006,1.306897,28,9,1,1.447011,1.519432,1.25287,-0.140114,-0.0724209999999998,-0.054027,2.550219,2.695668,-0.145449,2005
2004,1.551617,27,12,0,1.482746,1.400917,1.443748,0.0688710000000001,0.0818289999999999,-0.107869,2.739861,2.550219,0.189642,2003
2006,1.52564,33,12,1,1.302541,1.390122,1.564517,0.223099,-0.0875810000000001,0.0388769999999998,4.325919,2.714008,1.611911,2005
2007,1.361083,30,6,0,0.9650216,1.350537,1.35933,0.3960614,-0.3855154,-0.00175300000000012,3.365736,2.426036,0.9397,2006
2007,1.738507,32,12,0,1.66864,1.747353,1.748462,0.0698670000000001,-0.078713,0.00995499999999994,3.733745,2.739861,0.993884,2006
2008,2.706963,28,12,1,2.06697,2.090925,2.105824,0.639993,-0.0239549999999999,-0.601139,2.477693,2.174415,0.303278,2007
2005,1.218678,28,6,1,1.249313,0.8426231,1.212175,-0.030635,0.4066899,-0.00650299999999993,2.420357,1.971997,0.44836,2004
2007,2.430991,32,12,1,1.628345,1.628913,2.238106,0.802646,-0.000568000000000124,-0.192885,2.820412,2.390862,0.42955,2006
2007,1.386557,28,6,1,1.3707,1.396396,1.415929,0.015857,-0.0256959999999999,0.029372,3.09458,3.098244,-0.00366400000000011,2006
2007,2.463209,32,12,0,1.884775,1.876154,2.481233,0.578434,0.00862099999999999,0.018024,3.604474,3.25203,0.352444,2006
2008,1.433122,32,6,0,1.430981,1.447206,1.453359,0.00214099999999995,-0.0162249999999999,0.0202370000000001,2.738224,2.70887,0.0293540000000001,2007
2005,1.399191,30,9,0,1.9378,1.955749,1.676431,-0.538609,-0.017949,0.27724,2.983132,2.810402,0.17273,2004
2004,2.449448,33,16,1,2.232808,2.265308,2.536753,0.21664,-0.0325000000000002,0.0873050000000002,3.827558,3.474166,0.353392,2003
2006,1.198927,30,6,0,1.316538,1.38006,1.204668,-0.117611,-0.0635220000000001,0.005741,3.529251,2.664479,0.864772,2005
2005,1.546591,28,9,0,2.495652,1.552952,1.550863,-0.949061,0.9427,0.00427200000000005,2.695668,2.739861,-0.0441929999999999,2004
2008,2.513534,32,16,0,2.224875,2.211354,2.54179,0.288659,0.0135209999999999,0.0282560000000003,3.834522,4.143993,-0.309471,2007
2008,1.590979,31,12,0,1.547669,1.572369,1.572942,0.04331,-0.0246999999999999,-0.0180369999999999,3.641477,1.948382,1.693095,2007
2007,2.849369,37,16,0,2.938325,2.788628,2.832089,-0.088956,0.149697,-0.01728,3.667254,3.597564,0.0696899999999996,2006
2007,2.555907,32,16,1,2.390773,2.375485,2.555,0.165134,0.015288,-0.000906999999999769,3.63699,3.419946,0.217044,2006
2005,1.428795,27,12,1,1.22363,1.156962,1.493899,0.205165,0.0666679999999999,0.0651040000000001,2.966991,3.203767,-0.236776,2004
2006,1.755071,31,16,0,0.8457341,0.8438483,1.701752,0.9093369,0.00188580000000005,-0.0533190000000001,2.754382,4.157251,-1.402869,2005
2007,1.979078,30,12,0,1.903823,1.910426,1.990194,0.0752549999999998,-0.00660299999999991,0.0111160000000001,3.897405,3.597039,0.300366,2006
2007,1.519749,33,12,1,1.329955,1.996988,1.369586,0.189794,-0.667033,-0.150163,3.227856,2.726719,0.501137,2006
2008,1.053316,35,12,1,0.973556,0.8448458,1.061316,0.0797599999999999,0.1287102,0.00800000000000001,2.294328,2.186511,0.107817,2007
2005,1.820533,30,12,0,1.52156,1.54526,1.801751,0.298973,-0.0237000000000001,-0.0187819999999999,3.758366,2.97535,0.783016,2004
2005,2.050507,31,12,1,1.823525,1.821565,2.019644,0.226982,0.00195999999999996,-0.0308630000000001,1.965211,3.597039,-1.631828,2004
2006,1.657673,33,9,1,1.549416,1.564252,1.675828,0.108257,-0.0148360000000001,0.0181550000000001,2.968411,3.540263,-0.571852,2005
2006,2.618178,37,16,0,3.000465,3.013215,2.546958,-0.382287,-0.01275,-0.0712199999999998,3.261696,3.597039,-0.335343,2005
2004,1.888287,27,6,0,1.258734,1.193521,1.646145,0.629553,0.065213,-0.242142,3.427891,3.246886,0.181005,2003
2004,1.538048,27,9,0,1.714145,1.728633,1.534549,-0.176097,-0.0144880000000001,-0.00349900000000014,3.875185,3.587509,0.287676,2003
2004,1.978325,51,9,0,1.798225,1.272329,2.024861,0.1801,0.525896,0.0465360000000001,3.469284,2.973714,0.49557,2003
2008,1.626553,31,12,0,1.877182,1.848537,1.496109,-0.250629,0.0286449999999998,-0.130444,3.667112,4.353082,-0.68597,2007
2004,1.606529,29,9,0,1.488704,1.551218,1.669759,0.117825,-0.062514,0.0632299999999999,3.636216,3.258025,0.378191,2003
2007,1.261238,31,12,0,1.57362,1.434321,1.315681,-0.312382,0.139299,0.054443,3.086305,2.238367,0.847938,2006
2007,1.655209,32,12,1,1.800158,1.633803,1.592305,-0.144949,0.166355,-0.0629039999999998,3.09458,3.098244,-0.00366400000000011,2006
2005,2.216636,29,12,0,1.784458,1.586082,2.133236,0.432178,0.198376,-0.0833999999999997,3.165707,3.113292,0.0524149999999999,2004
2007,2.503985,35,16,0,2.883832,2.825927,2.478385,-0.379847,0.0579049999999999,-0.0256000000000003,2.446917,4.208105,-1.761188,2006
2006,1.827293,28,12,0,1.58857,1.156716,1.940117,0.238723,0.431854,0.112824,3.832384,3.192641,0.639743,2005
2005,0.8452895,26,6,0,0.8440372,0.8367667,0.8422518,0.00125229999999998,0.00727050000000007,-0.00303770000000003,2.253242,2.4902,-0.236958,2004
2007,1.645366,32,9,1,1.253759,1.301272,1.11347,0.391607,-0.0475129999999999,-0.531896,3.24318,3.419633,-0.176453,2006
2007,1.627038,30,12,1,1.674596,1.662018,1.601438,-0.047558,0.012578,-0.0256000000000001,3.008132,4.32176,-1.313628,2006
2007,1.526163,29,9,0,1.079543,1.134373,1.510741,0.44662,-0.0548300000000002,-0.015422,3.884271,2.738892,1.145379,2006
2005,1.974834,28,9,0,1.68731,1.611554,2.121742,0.287524,0.0757560000000002,0.146908,3.184309,2.684107,0.500202,2004
2004,2.257107,28,12,0,1.358796,1.129735,2.251085,0.898311,0.229061,-0.00602200000000019,3.92683,2.419977,1.506853,2003
2005,1.60422,30,16,1,1.383664,1.426598,1.593423,0.220556,-0.042934,-0.0107969999999999,3.152556,2.871652,0.280904,2004
2007,1.5989,31,12,0,1.613517,1.634264,1.860685,-0.0146170000000001,-0.0207469999999998,0.261785,4.131223,3.815498,0.315725,2006
